index, total_training, useful_training, total_prediction, true_prediction, total_prefetch, useful_prefetch, cache_operate, cache_hit
0, 0, 0, 0, 0, 0, 0, 0, 0
1, 54188, 5129, 55854, 3337, 3337, 78, 123515, 33881
2, 109806, 10633, 111327, 4582, 4582, 117, 248191, 70576
3, 165320, 16289, 166898, 5901, 5901, 155, 370612, 105919
4, 221028, 21824, 222782, 7263, 7263, 192, 494722, 142397
5, 272338, 27009, 274376, 8417, 8417, 226, 618003, 180485
6, 324116, 32583, 325661, 9919, 9919, 261, 741341, 219601
7, 379744, 38378, 381589, 11400, 11400, 299, 866725, 256322
8, 431344, 44057, 433357, 12878, 12878, 340, 985467, 292445
9, 483896, 49708, 485335, 14409, 14409, 381, 1104470, 329167
10, 538474, 55087, 539976, 15731, 15731, 419, 1227048, 364952
11, 594077, 60556, 595647, 17124, 17124, 457, 1351952, 401132
12, 649705, 66290, 651311, 18530, 18530, 498, 1475105, 437198
13, 705095, 71776, 707060, 19959, 19959, 543, 1599999, 474075
14, 754108, 77110, 755710, 21235, 21235, 579, 1711746, 508413
15, 808071, 82469, 809479, 22446, 22446, 615, 1832604, 543891
16, 862778, 87827, 864384, 23844, 23844, 650, 1957106, 580339
17, 917936, 93424, 919590, 25252, 25252, 689, 2081186, 616392
18, 973386, 98731, 975277, 26545, 26545, 729, 2205554, 652565
19, 1024443, 104049, 1026477, 27761, 27761, 766, 2323743, 688048
20, 1076135, 109740, 1077514, 29314, 29314, 807, 2442348, 725024
21, 1132076, 115326, 1133614, 30816, 30816, 853, 2566592, 761227
22, 1186618, 120645, 1188424, 32069, 32069, 895, 2690062, 797103
23, 1241375, 125965, 1243420, 33506, 33506, 931, 2812373, 832669
24, 1289699, 131488, 1291035, 34858, 34858, 971, 2924124, 868220
25, 1345147, 136825, 1346725, 36170, 36170, 1016, 3047583, 904496
26, 1392821, 142355, 1394232, 37823, 37823, 1054, 3168358, 942003
27, 1431938, 147449, 1433180, 39122, 39122, 1091, 3270743, 978414
28, 1475114, 153122, 1477129, 40735, 40735, 1132, 3380345, 1015380
29, 1518071, 158804, 1519890, 42570, 42570, 1173, 3487503, 1052581
30, 1557807, 164345, 1559280, 44064, 44064, 1205, 3591408, 1090642
31, 1597691, 170249, 1598975, 46030, 46030, 1250, 3694898, 1129171
32, 1638101, 176241, 1639472, 48087, 48087, 1290, 3802399, 1168603
33, 1683299, 181729, 1685124, 49451, 49451, 1326, 3915803, 1206626
34, 1723128, 187572, 1724759, 50987, 50987, 1362, 4017018, 1243331
35, 1762214, 193146, 1763557, 52470, 52470, 1400, 4117921, 1280286
36, 1802087, 198799, 1803267, 54104, 54104, 1443, 4220598, 1317746
37, 1845577, 204563, 1847601, 55750, 55750, 1479, 4331816, 1356005
38, 1888311, 210200, 1890164, 57447, 57447, 1522, 4440044, 1394041
39, 1927573, 215388, 1929216, 58591, 58591, 1554, 4541183, 1429789
40, 1967567, 220744, 1968880, 60116, 60116, 1589, 4646027, 1466592
41, 2006508, 226218, 2007713, 61604, 61604, 1621, 4748930, 1503735
42, 2046783, 232072, 2047961, 63642, 63642, 1665, 4852990, 1542306
43, 2088214, 238050, 2090120, 65646, 65646, 1708, 4959324, 1580314
44, 2130273, 243895, 2132317, 67508, 67508, 1748, 5065489, 1617791
45, 2170752, 249716, 2172767, 69262, 69262, 1787, 5169789, 1655591
46, 2208888, 255448, 2210912, 71040, 71040, 1825, 5270797, 1693457
47, 2250116, 260632, 2252127, 72588, 72588, 1865, 5375727, 1729930
48, 2289729, 266116, 2291775, 74348, 74348, 1904, 5479838, 1767032
49, 2329420, 271631, 2331242, 75712, 75712, 1941, 5583596, 1804956
50, 2368491, 276987, 2370154, 77005, 77005, 1977, 5683597, 1840335
51, 2407921, 282654, 2409378, 78516, 78516, 2013, 5786070, 1878191
52, 2447343, 288372, 2448748, 80015, 80015, 2052, 5887992, 1914817
53, 2486658, 294019, 2487837, 81458, 81458, 2094, 5990842, 1951914
54, 2527632, 299805, 2529642, 83240, 83240, 2135, 6097450, 1989135
55, 2572188, 305414, 2574066, 84781, 84781, 2170, 6209011, 2026908
56, 2612189, 310913, 2613863, 86374, 86374, 2209, 6309796, 2063471
57, 2652493, 317158, 2654006, 88340, 88340, 2251, 6416918, 2104668
58, 2670765, 319939, 2672803, 89065, 119, 3, 6469142, 2124625
