index, total_training, useful_training, total_prediction, true_prediction, total_prefetch, useful_prefetch, cache_operate, cache_hit
0, 0, 0, 0, 0, 0, 0, 0, 0
1, 34623, 24742, 35147, 29863, 29863, 96, 18038, 15390
2, 71257, 54620, 71766, 66299, 66299, 138, 35197, 31759
3, 107925, 84195, 108363, 102523, 102523, 172, 52292, 47982
4, 145347, 115633, 145722, 139581, 139581, 204, 69240, 64208
5, 182636, 146844, 183032, 176667, 176667, 244, 86526, 80772
6, 218980, 176690, 219490, 213112, 213112, 281, 103948, 97470
7, 240553, 192504, 241680, 234245, 234245, 323, 118401, 111180
8, 259531, 205233, 260508, 251603, 251603, 362, 131840, 123869
9, 291059, 230307, 291689, 282573, 282573, 402, 149216, 140511
10, 295879, 232723, 297165, 285227, 285227, 425, 156737, 147265
11, 317894, 249085, 318315, 304008, 304008, 452, 170305, 160023
12, 327810, 256509, 329409, 313427, 313427, 475, 178800, 167746
13, 350741, 273200, 351571, 333450, 333450, 505, 192461, 180624
14, 353662, 274322, 355267, 334554, 334554, 520, 197753, 185133
15, 361259, 277569, 362190, 336605, 336605, 528, 206950, 193492
16, 394047, 301963, 394519, 366865, 366865, 574, 224971, 210566
17, 425637, 326709, 426101, 398256, 398256, 617, 242408, 227178
18, 459569, 353399, 460102, 431990, 431990, 652, 259733, 243693
19, 492715, 379371, 493127, 464584, 464584, 695, 277218, 260431
20, 518427, 398992, 519423, 490293, 490293, 739, 292883, 275323
21, 532892, 408067, 533426, 501847, 501847, 774, 304061, 285740
22, 560851, 429095, 561614, 529716, 529716, 824, 320981, 301926
23, 572833, 436016, 573808, 538261, 538261, 862, 332089, 312247
24, 607910, 463229, 608411, 572486, 572486, 907, 350071, 329372
25, 645441, 493613, 645990, 609894, 609894, 943, 367349, 345903
26, 682835, 523785, 683247, 646967, 646967, 980, 384302, 362030
27, 712789, 546256, 713352, 676289, 676289, 1020, 401581, 378566
28, 735975, 562658, 737001, 698424, 698424, 1060, 417604, 393850
29, 766638, 585410, 767058, 727807, 727807, 1105, 434571, 410075
30, 803529, 614933, 804039, 764505, 764505, 1138, 451823, 426585
31, 839057, 643139, 839406, 799422, 799422, 1182, 469069, 443035
32, 874395, 671630, 874875, 834720, 834720, 1209, 486413, 459601
33, 911543, 702032, 911871, 871665, 871665, 1241, 503548, 475955
34, 947767, 731719, 948137, 907911, 907911, 1275, 520625, 492252
35, 983705, 761513, 984052, 943789, 943789, 1308, 537736, 508609
36, 1019680, 791723, 1020106, 979843, 979843, 1341, 554551, 524690
37, 1056056, 821725, 1056418, 1016154, 1016154, 1379, 571603, 541006
38, 1091211, 850641, 1091704, 1051424, 1051424, 1427, 588832, 557322
39, 1126689, 879711, 1127114, 1086653, 1086653, 1458, 606135, 573906
40, 1158831, 904242, 1159452, 1117701, 1117701, 1504, 624454, 591346
41, 1190067, 927201, 1190543, 1146997, 1146997, 1543, 643181, 609110
42, 1221058, 950431, 1221609, 1176707, 1176707, 1580, 662040, 627214
43, 1254855, 976824, 1255422, 1210112, 1210112, 1611, 679776, 644208
44, 1289363, 1003927, 1289927, 1244298, 1244298, 1642, 697438, 661144
45, 1322056, 1028117, 1322598, 1275925, 1275925, 1680, 715828, 678650
46, 1354821, 1051936, 1355463, 1307331, 1307331, 1721, 733706, 695504
47, 1387138, 1075532, 1387794, 1337689, 1337689, 1751, 751890, 712930
48, 1419271, 1098841, 1419877, 1368143, 1368143, 1788, 770171, 730427
49, 1452423, 1124227, 1453007, 1400769, 1400769, 1819, 787992, 747496
50, 1485901, 1149497, 1486494, 1433498, 1433498, 1851, 806057, 764827
51, 1493369, 1155068, 1493911, 1440848, 7350, 10, 811901, 770443
52, 1500825, 1160759, 1501395, 1448246, 14748, 16, 817689, 776001
53, 1508074, 1166163, 1508709, 1455435, 21937, 27, 823238, 781307
54, 1515575, 1171547, 1516190, 1462798, 29300, 40, 828831, 786611
55, 1522898, 1176766, 1523587, 1470015, 36517, 48, 834545, 792075
56, 1529975, 1181554, 1530655, 1476679, 43181, 62, 840086, 797303
57, 1537142, 1186441, 1537811, 1483239, 49741, 73, 845640, 802552
58, 1544582, 1191620, 1545225, 1490473, 56975, 88, 851271, 807884
59, 1551818, 1196620, 1552384, 1497367, 63869, 99, 856856, 813173
60, 1559282, 1201962, 1559852, 1504669, 71171, 111, 862488, 818547
61, 1566577, 1207198, 1567173, 1511914, 78416, 120, 868090, 823873
62, 1574107, 1212627, 1574708, 1519407, 85909, 129, 873824, 829357
63, 1581619, 1217988, 1582250, 1526937, 93439, 140, 879517, 834802
64, 1589049, 1223256, 1589663, 1534164, 100666, 150, 885296, 840298
65, 1596535, 1228683, 1597110, 1541426, 107928, 165, 891003, 845660
66, 1604054, 1234183, 1604630, 1548618, 115120, 176, 896782, 851157
