index, total_training, useful_training, total_prediction, true_prediction, total_prefetch, useful_prefetch, cache_operate, cache_hit
0, 0, 0, 0, 0, 0, 0, 0, 0
1, 107350, 24231, 108765, 227, 227, 5, 37720, 8779
2, 216169, 54912, 217599, 227, 227, 5, 75396, 19827
3, 324730, 82897, 326418, 227, 227, 5, 113097, 29964
4, 433890, 110183, 435276, 227, 227, 5, 150773, 39851
5, 542418, 139838, 544089, 227, 227, 5, 188456, 50564
6, 651454, 170783, 652854, 227, 227, 5, 226133, 61749
7, 760100, 197746, 761676, 227, 227, 5, 263833, 71506
8, 868878, 224159, 870518, 227, 227, 5, 301511, 81048
9, 977790, 252801, 979353, 227, 227, 5, 339193, 91411
10, 1086787, 281967, 1088175, 227, 227, 5, 376872, 101936
11, 1195623, 312069, 1197018, 227, 227, 5, 414573, 112845
12, 1303999, 340029, 1305867, 227, 227, 5, 452247, 122945
13, 1413009, 366799, 1414662, 227, 227, 5, 489930, 132630
14, 1522089, 395380, 1523484, 227, 227, 5, 527609, 142971
15, 1630915, 423022, 1632312, 227, 227, 5, 565309, 152999
16, 1739529, 451564, 1741136, 227, 227, 5, 602985, 163308
17, 1848418, 477871, 1849944, 227, 227, 5, 640667, 172852
18, 1957369, 506960, 1958766, 227, 227, 5, 678345, 183369
19, 2066173, 534840, 2067564, 227, 227, 5, 716046, 193474
20, 2174629, 563904, 2176371, 227, 227, 5, 753722, 203989
21, 2283790, 590559, 2285187, 227, 227, 5, 791405, 213671
22, 2392599, 618216, 2394042, 227, 227, 5, 829082, 223650
23, 2501404, 648702, 2502873, 227, 227, 5, 866782, 234670
24, 2609826, 674017, 2611682, 227, 227, 5, 904459, 243873
25, 2718817, 700348, 2720541, 227, 227, 5, 942142, 253426
26, 2827768, 730277, 2829345, 227, 227, 5, 979819, 264261
27, 2936767, 759359, 2938164, 227, 227, 5, 1017519, 274784
28, 3045501, 786207, 3046959, 227, 227, 5, 1055195, 284494
29, 3154129, 813501, 3155784, 227, 227, 5, 1092879, 294390
30, 3263242, 839556, 3264630, 227, 227, 5, 1130557, 303813
31, 3372036, 868786, 3373443, 227, 227, 5, 1168256, 314393
32, 3480237, 896155, 3482285, 227, 227, 5, 1205932, 324310
33, 3589689, 922912, 3591120, 227, 227, 5, 1243618, 334019
34, 3698359, 950443, 3699903, 227, 227, 5, 1281294, 343998
35, 3807298, 979792, 3808731, 227, 227, 5, 1318995, 354626
36, 3915559, 1004843, 3917577, 227, 227, 5, 1356671, 363718
37, 4024476, 1032152, 4026411, 227, 227, 5, 1394356, 373620
38, 4133725, 1060776, 4135260, 227, 227, 5, 1432032, 383966
39, 4242637, 1089138, 4244064, 227, 227, 5, 1469731, 394269
40, 4351008, 1117864, 4352924, 227, 227, 5, 1507408, 404665
41, 4460341, 1144153, 4461747, 227, 227, 5, 1545091, 414192
42, 4569068, 1170991, 4570584, 227, 227, 5, 1582769, 423890
43, 4677994, 1200671, 4679409, 227, 227, 5, 1620470, 434642
44, 4786395, 1231553, 4788216, 227, 227, 5, 1658145, 445819
45, 4895353, 1260069, 4897041, 227, 227, 5, 1695829, 456144
46, 5004502, 1291194, 5005890, 227, 227, 5, 1733505, 467387
47, 5113345, 1317555, 5114751, 227, 227, 5, 1771206, 476964
48, 5222075, 1345886, 5223613, 227, 227, 5, 1808882, 487206
49, 5330781, 1373839, 5332446, 227, 227, 5, 1846563, 497320
50, 5439823, 1401926, 5441289, 227, 227, 5, 1884241, 507484
51, 5548711, 1431181, 5550117, 227, 227, 5, 1921942, 518081
52, 5657547, 1458184, 5658990, 227, 227, 5, 1959619, 527855
53, 5766172, 1485404, 5767833, 227, 227, 5, 1997296, 537717
54, 5875249, 1513874, 5876640, 227, 227, 5, 2034977, 548013
55, 5984073, 1541340, 5985471, 227, 227, 5, 2072655, 557967
56, 6092742, 1568401, 6094298, 227, 227, 5, 2110357, 567766
57, 6201694, 1598369, 6203091, 227, 227, 5, 2148034, 578609
58, 6310165, 1625078, 6311928, 227, 227, 5, 2185717, 588278
59, 6419364, 1656476, 6420750, 227, 227, 5, 2223394, 599628
60, 6527917, 1684041, 6529578, 227, 227, 5, 2261095, 609617
61, 6637015, 1712769, 6638400, 227, 227, 5, 2298771, 620020
62, 6745522, 1740276, 6747198, 227, 227, 5, 2336454, 629987
63, 6854661, 1768570, 6856059, 227, 227, 5, 2374131, 640221
64, 6963453, 1796873, 6964895, 227, 227, 5, 2411830, 650441
65, 7072345, 1827266, 7073742, 227, 227, 5, 2449508, 661440
66, 7181170, 1855150, 7182567, 227, 227, 5, 2487191, 671560
67, 7290036, 1882576, 7291422, 227, 227, 5, 2524869, 681501
68, 7398733, 1912129, 7400232, 227, 227, 5, 2562568, 692183
69, 7507684, 1939364, 7509072, 227, 227, 5, 2600245, 702055
70, 7616437, 1969413, 7617852, 227, 227, 5, 2637928, 712910
71, 7654985, 1982844, 7655920, 6411, 6184, 119, 2656360, 717821
72, 7680385, 1993190, 7681767, 13365, 13138, 221, 2671171, 721647
73, 7704115, 2002745, 7705404, 20500, 20273, 336, 2685897, 725143
74, 7730497, 2013612, 7731368, 26851, 26624, 427, 2700743, 729108
75, 7754589, 2025291, 7755831, 39109, 38882, 588, 2715590, 733379
76, 7779119, 2035434, 7780042, 45818, 45591, 709, 2730146, 737097
77, 7805097, 2045840, 7806434, 51281, 51054, 804, 2744912, 740899
78, 7830666, 2057704, 7831987, 59425, 59198, 937, 2759730, 745239
79, 7856642, 2068699, 7857531, 65425, 65198, 1045, 2774685, 749230
80, 7882116, 2078696, 7882841, 71333, 71106, 1143, 2789578, 752894
81, 7907126, 2089807, 7908314, 79199, 78972, 1271, 2804442, 756953
82, 7934352, 2099873, 7935419, 83096, 82869, 1348, 2819548, 760602
83, 7959169, 2111154, 7960251, 92066, 91839, 1474, 2834541, 764741
84, 7983390, 2122231, 7984691, 101257, 101030, 1617, 2849259, 768789
85, 8010538, 2133371, 8011815, 107680, 107453, 1722, 2864323, 772884
86, 8037266, 2145577, 8038609, 115470, 115243, 1826, 2879470, 777345
87, 8063259, 2155244, 8064300, 119552, 119325, 1893, 2893885, 780898
88, 8088050, 2166906, 8089281, 130215, 129988, 2053, 2908657, 785180
89, 8111640, 2176864, 8112543, 138935, 138708, 2189, 2923534, 788869
90, 8136550, 2187636, 8137844, 146367, 146140, 2312, 2937881, 792812
91, 8160869, 2196744, 8162149, 150871, 150644, 2393, 2952468, 796154
92, 8187168, 2207964, 8187743, 157498, 157271, 2512, 2967325, 800278
93, 8212026, 2219931, 8212746, 166914, 166687, 2645, 2982222, 804676
94, 8236823, 2230501, 8238016, 175366, 175139, 2786, 2997015, 808561
95, 8263407, 2240196, 8264750, 179552, 179325, 2858, 3011837, 812110
96, 8288742, 2249619, 8289836, 184407, 184180, 2943, 3026567, 815568
97, 8313481, 2259287, 8314813, 189464, 189237, 3040, 3041372, 819117
98, 8338284, 2269522, 8339237, 196417, 196190, 3153, 3055925, 822852
99, 8364274, 2281216, 8365485, 205187, 204960, 3293, 3070886, 827127
100, 8391587, 2291818, 8392808, 208524, 208297, 3351, 3085826, 830997
101, 8416385, 2301668, 8418073, 213967, 213740, 3446, 3100636, 834596
102, 8441680, 2312692, 8442859, 222428, 222201, 3587, 3115502, 838636
103, 8466691, 2322762, 8468067, 228147, 227920, 3678, 3129866, 842321
104, 8492451, 2332953, 8493818, 234447, 234220, 3785, 3144729, 846047
105, 8518912, 2344031, 8520056, 241258, 241031, 3891, 3159643, 850118
106, 8544355, 2352973, 8545260, 245343, 245116, 3969, 3174569, 853387
107, 8568668, 2363987, 8569835, 255031, 254804, 4131, 3189332, 857436
108, 8594229, 2373930, 8595416, 261150, 260923, 4229, 3204249, 861107
109, 8619977, 2385005, 8621308, 268332, 268105, 4339, 3219058, 865162
110, 8643981, 2395206, 8644627, 275295, 275068, 4459, 3233838, 868925
111, 8668998, 2405664, 8669836, 281604, 281377, 4569, 3248419, 872725
112, 8693151, 2415477, 8694408, 288762, 288535, 4689, 3263212, 876327
113, 8719852, 2426439, 8721154, 293960, 293733, 4784, 3278147, 880359
114, 8745936, 2437664, 8747153, 300307, 300080, 4895, 3293152, 884484
115, 8770839, 2448285, 8771930, 308736, 308509, 5044, 3308142, 888402
116, 8796946, 2459472, 8798219, 316330, 316103, 5167, 3322871, 892513
117, 8822821, 2470886, 8824141, 323605, 323378, 5289, 3337835, 896694
118, 8850151, 2482075, 8851059, 331678, 331451, 5411, 3352810, 900806
119, 8874775, 2492283, 8875922, 338582, 338355, 5527, 3367558, 904555
120, 8900254, 2503979, 8901399, 348033, 347806, 5668, 3382745, 908823
121, 8927272, 2514843, 8928439, 353642, 353415, 5764, 3397529, 912795
122, 8952062, 2525040, 8953300, 359335, 359108, 5848, 3411793, 916500
123, 8977022, 2535310, 8978198, 364623, 364396, 5932, 3426282, 920240
124, 9003773, 2546400, 9005078, 370258, 370031, 6037, 3441511, 924292
125, 9028849, 2557664, 9030176, 379479, 379252, 6183, 3456418, 928425
126, 9057421, 2569436, 9058689, 384635, 384408, 6263, 3471711, 932714
127, 9081472, 2579531, 9082492, 390011, 389784, 6357, 3485962, 936433
128, 9105558, 2590274, 9106847, 397948, 397721, 6489, 3500960, 940352
129, 9130855, 2601681, 9132137, 406577, 406350, 6629, 3515811, 944563
130, 9156906, 2613786, 9158289, 416160, 415933, 6762, 3530541, 949009
131, 9183758, 2625118, 9184709, 423097, 422870, 6873, 3545664, 953151
132, 9191940, 2629008, 9193170, 427855, 427628, 6939, 3551359, 954583
133, 9192237, 2629041, 9193782, 427855, 427628, 6939, 3551619, 954598
134, 9192658, 2629224, 9194397, 427917, 427690, 6945, 3551845, 954636
135, 9217887, 2640100, 9218503, 434174, 433947, 7044, 3564402, 958854
136, 9243223, 2651907, 9244274, 443643, 443416, 7193, 3579331, 963174
137, 9269586, 2662211, 9271076, 448872, 448645, 7283, 3594267, 966956
138, 9296069, 2673770, 9297010, 455559, 455332, 7396, 3609539, 971196
139, 9319798, 2684474, 9320950, 466618, 466391, 7563, 3624641, 975123
140, 9346056, 2696586, 9347316, 476728, 476501, 7706, 3639597, 979560
141, 9371591, 2708463, 9372762, 484289, 484062, 7833, 3654312, 983903
142, 9396216, 2718365, 9397301, 490304, 490077, 7928, 3668659, 987539
143, 9420403, 2728095, 9421761, 497671, 497444, 8043, 3683456, 991091
144, 9444427, 2738371, 9445585, 508328, 508101, 8210, 3698389, 994882
145, 9471049, 2749215, 9472528, 513356, 513129, 8285, 3713326, 998827
146, 9495684, 2759181, 9496952, 520057, 519830, 8382, 3728113, 1002462
147, 9522039, 2770714, 9523113, 527750, 527523, 8499, 3743140, 1006678
148, 9546092, 2780113, 9547409, 532279, 532052, 8586, 3757706, 1010134
149, 9570629, 2790134, 9571754, 540247, 540020, 8719, 3772705, 1013814
150, 9595763, 2799452, 9597145, 544200, 543973, 8787, 3787494, 1017216
151, 9621547, 2809317, 9622742, 549496, 549269, 8883, 3802215, 1020863
152, 9645974, 2820257, 9647149, 557943, 557716, 9025, 3817222, 1024837
153, 9671310, 2831514, 9672643, 568244, 568017, 9163, 3832338, 1028959
154, 9696871, 2842601, 9698203, 574622, 574395, 9257, 3846957, 1033000
155, 9723592, 2853913, 9724751, 579885, 579658, 9352, 3861674, 1037116
156, 9749304, 2864803, 9750118, 587901, 587674, 9470, 3876494, 1041071
157, 9774516, 2876591, 9775341, 597389, 597162, 9609, 3891573, 1045375
158, 9798731, 2886262, 9800029, 605491, 605264, 9740, 3905959, 1048957
159, 9823445, 2896269, 9824922, 612591, 612364, 9854, 3920651, 1052619
160, 9849489, 2906716, 9850351, 616897, 616670, 9936, 3935327, 1056461
161, 9874919, 2917910, 9876274, 625213, 624986, 10064, 3950063, 1060577
162, 9899536, 2928809, 9900598, 633602, 633375, 10197, 3964701, 1064591
163, 9927423, 2941085, 9928779, 640313, 640086, 10302, 3979521, 1069079
164, 9953322, 2951010, 9954724, 645982, 645755, 10393, 3994429, 1072758
165, 9978951, 2962149, 9979817, 652957, 652730, 10518, 4009020, 1076822
166, 10003761, 2973337, 10004742, 663295, 663068, 10660, 4023755, 1080922
167, 10027889, 2983605, 10029097, 669861, 669634, 10784, 4038203, 1084729
168, 10055161, 2994286, 10056262, 674089, 673862, 10863, 4053240, 1088609
169, 10080730, 3004587, 10081696, 680303, 680076, 10954, 4068239, 1092387
170, 10104702, 3015478, 10106291, 688489, 688262, 11091, 4083043, 1096393
171, 10131125, 3025633, 10132440, 693046, 692819, 11171, 4097980, 1100139
172, 10156806, 3036920, 10158209, 701158, 700931, 11292, 4112996, 1104269
173, 10182051, 3047112, 10183062, 707748, 707521, 11398, 4127720, 1108019
174, 10208458, 3058185, 10209597, 714576, 714349, 11517, 4142393, 1112067
175, 10233475, 3069490, 10234517, 721896, 721669, 11643, 4157192, 1116164
176, 10259396, 3079165, 10260906, 727226, 726999, 11725, 4172308, 1119694
177, 10283834, 3089367, 10285079, 733232, 733005, 11832, 4186839, 1123453
178, 10308265, 3099376, 10309587, 739101, 738874, 11930, 4201567, 1127119
179, 10333745, 3110494, 10334825, 747556, 747329, 12061, 4216361, 1131201
