index, total_training, useful_training, total_prediction, true_prediction, total_prefetch, useful_prefetch, cache_operate, cache_hit
0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 1120, 747, 747, 12, 574, 1
2, 0, 0, 1894, 1263, 1263, 21, 842, 1
3, 86, 0, 2134, 1367, 1367, 24, 926, 1
4, 935, 0, 2983, 1367, 1367, 24, 1221, 1
5, 3143, 0, 5191, 1367, 1367, 24, 2014, 14
6, 3224, 0, 5272, 1367, 1367, 24, 2043, 14
7, 4490, 0, 6538, 1367, 1367, 24, 2493, 14
8, 4577, 0, 6625, 1367, 1367, 24, 2522, 14
9, 5972, 0, 8020, 1367, 1367, 24, 3019, 14
10, 7820, 0, 9868, 1367, 1367, 24, 3690, 27
11, 7901, 0, 9949, 1367, 1367, 24, 3719, 27
12, 11774, 0, 13822, 1367, 1367, 24, 5105, 38
13, 15770, 0, 17818, 1367, 1367, 24, 6539, 49
14, 15857, 0, 17905, 1367, 1367, 24, 6569, 49
15, 17746, 0, 19794, 1367, 1367, 24, 7241, 49
16, 19375, 0, 21423, 1367, 1367, 24, 7833, 62
17, 19465, 0, 21513, 1367, 1367, 24, 7863, 62
18, 19909, 0, 21957, 1367, 1367, 24, 8023, 62
19, 19996, 0, 22044, 1367, 1367, 24, 8052, 62
20, 22335, 0, 24383, 1367, 1367, 24, 8901, 75
21, 22422, 0, 24470, 1367, 1367, 24, 8930, 75
22, 22506, 0, 24554, 1367, 1367, 24, 8960, 75
23, 25704, 0, 27752, 1367, 1367, 24, 10098, 88
24, 25794, 0, 27842, 1367, 1367, 24, 10128, 88
25, 26526, 0, 28574, 1367, 1367, 24, 10385, 89
26, 26613, 0, 28661, 1367, 1367, 24, 10414, 89
27, 26949, 0, 28997, 1367, 1367, 24, 10532, 89
28, 31323, 0, 33371, 1367, 1367, 24, 12065, 102
29, 31407, 0, 33455, 1367, 1367, 24, 12095, 102
30, 32145, 0, 34193, 1367, 1367, 24, 12351, 102
31, 32226, 0, 34274, 1367, 1367, 24, 12380, 102
32, 32316, 0, 34364, 1367, 1367, 24, 12410, 102
33, 32778, 0, 34826, 1367, 1367, 24, 12570, 102
34, 32859, 0, 34907, 1367, 1367, 24, 12599, 102
35, 36099, 0, 38147, 1367, 1367, 24, 13738, 115
36, 36180, 0, 38228, 1367, 1367, 24, 13767, 115
37, 37287, 0, 39335, 1367, 1367, 24, 14152, 115
38, 39495, 0, 41543, 1367, 1367, 24, 14935, 128
39, 39582, 0, 41630, 1367, 1367, 24, 14964, 128
40, 40872, 0, 42920, 1367, 1367, 24, 15426, 140
41, 40959, 0, 43007, 1367, 1367, 24, 15455, 140
42, 42408, 0, 44456, 1367, 1367, 24, 15958, 140
43, 43449, 0, 45497, 1367, 1367, 24, 16334, 153
44, 43536, 0, 45584, 1367, 1367, 24, 16363, 153
45, 47880, 0, 49928, 1367, 1367, 24, 17888, 166
46, 47967, 0, 50015, 1367, 1367, 24, 17917, 166
47, 48051, 0, 50099, 1367, 1367, 24, 17947, 166
48, 53412, 0, 55460, 1367, 1367, 24, 19858, 179
49, 53499, 0, 55547, 1367, 1367, 24, 19887, 179
50, 53583, 0, 55631, 1367, 1367, 24, 19917, 179
51, 53700, 0, 55748, 1367, 0, 0, 19960, 179
52, 53727, 0, 55775, 1367, 0, 0, 19969, 179
53, 53751, 0, 55799, 1367, 0, 0, 19977, 179
54, 53778, 0, 55826, 1367, 0, 0, 19986, 179
55, 53799, 0, 55847, 1367, 0, 0, 19995, 179
56, 53826, 0, 55874, 1367, 0, 0, 20004, 179
57, 53853, 0, 55901, 1367, 0, 0, 20013, 179
58, 54513, 0, 56561, 1367, 0, 0, 20251, 181
59, 54537, 0, 56585, 1367, 0, 0, 20259, 181
60, 54564, 0, 56612, 1367, 0, 0, 20268, 181
61, 54591, 0, 56639, 1367, 0, 0, 20277, 181
62, 54612, 0, 56660, 1367, 0, 0, 20286, 181
63, 54639, 0, 56687, 1367, 0, 0, 20295, 181
64, 54666, 0, 56714, 1367, 0, 0, 20304, 181
65, 55365, 0, 57413, 1367, 0, 0, 20555, 181
66, 57600, 0, 59648, 1367, 0, 0, 21350, 181
67, 57819, 0, 59867, 1367, 0, 0, 21439, 193
68, 57846, 0, 59894, 1367, 0, 0, 21448, 193
69, 57873, 0, 59921, 1367, 0, 0, 21457, 193
70, 57894, 0, 59942, 1367, 0, 0, 21466, 193
71, 57918, 0, 59966, 1367, 0, 0, 21474, 193
72, 57945, 0, 59993, 1367, 0, 0, 21483, 193
73, 57972, 0, 60020, 1367, 0, 0, 21492, 193
74, 58359, 0, 60407, 1367, 0, 0, 21631, 193
75, 58386, 0, 60434, 1367, 0, 0, 21640, 193
76, 58413, 0, 60461, 1367, 0, 0, 21649, 193
77, 58434, 0, 60482, 1367, 0, 0, 21658, 193
78, 58461, 0, 60509, 1367, 0, 0, 21667, 193
79, 58485, 0, 60533, 1367, 0, 0, 21675, 193
80, 58512, 0, 60560, 1367, 0, 0, 21684, 193
81, 59238, 0, 61286, 1367, 0, 0, 21944, 193
82, 61374, 0, 63422, 1367, 0, 0, 22714, 205
83, 61401, 0, 63449, 1367, 0, 0, 22723, 205
84, 61422, 0, 63470, 1367, 0, 0, 22732, 205
85, 61449, 0, 63497, 1367, 0, 0, 22741, 205
86, 61476, 0, 63524, 1367, 0, 0, 22750, 205
87, 61500, 0, 63548, 1367, 0, 0, 22758, 205
88, 61527, 0, 63575, 1367, 0, 0, 22767, 205
89, 61554, 0, 63602, 1367, 0, 0, 22776, 205
90, 63423, 0, 65471, 1367, 0, 0, 23441, 205
91, 64143, 0, 66191, 1367, 0, 0, 23709, 217
92, 64164, 0, 66212, 1367, 0, 0, 23718, 217
93, 64191, 0, 66239, 1367, 0, 0, 23727, 217
94, 64218, 0, 66266, 1367, 0, 0, 23736, 217
95, 64245, 0, 66293, 1367, 0, 0, 23745, 217
96, 64272, 0, 66320, 1367, 0, 0, 23754, 217
97, 64296, 0, 66344, 1367, 0, 0, 23762, 217
98, 65367, 0, 67415, 1367, 0, 0, 24143, 217
99, 65520, 0, 67568, 1367, 0, 0, 24212, 229
100, 65547, 0, 67595, 1367, 0, 0, 24221, 229
101, 65574, 0, 67622, 1367, 0, 0, 24230, 229
102, 65601, 0, 67649, 1367, 0, 0, 24239, 229
103, 65628, 0, 67676, 1367, 0, 0, 24248, 229
104, 65655, 0, 67703, 1367, 0, 0, 24257, 229
105, 65679, 0, 67727, 1367, 0, 0, 24265, 229
106, 67311, 0, 69359, 1367, 0, 0, 24845, 229
107, 68265, 0, 70313, 1367, 0, 0, 25199, 241
108, 68292, 0, 70340, 1367, 0, 0, 25208, 241
109, 68316, 0, 70364, 1367, 0, 0, 25216, 241
110, 68343, 0, 70391, 1367, 0, 0, 25225, 241
111, 68370, 0, 70418, 1367, 0, 0, 25234, 241
112, 68397, 0, 70445, 1367, 0, 0, 25243, 241
113, 68424, 0, 70472, 1367, 0, 0, 25252, 241
114, 69357, 0, 71405, 1367, 0, 0, 25587, 241
115, 70191, 0, 72239, 1367, 0, 0, 25895, 253
116, 70218, 0, 72266, 1367, 0, 0, 25904, 253
117, 70245, 0, 72293, 1367, 0, 0, 25913, 253
118, 70272, 0, 72320, 1367, 0, 0, 25922, 253
119, 70299, 0, 72347, 1367, 0, 0, 25931, 253
120, 70323, 0, 72371, 1367, 0, 0, 25939, 253
121, 70344, 0, 72392, 1367, 0, 0, 25948, 253
122, 70731, 0, 72779, 1367, 0, 0, 26087, 253
123, 70758, 0, 72806, 1367, 0, 0, 26096, 253
124, 70785, 0, 72833, 1367, 0, 0, 26105, 253
125, 70812, 0, 72860, 1367, 0, 0, 26114, 253
126, 70839, 0, 72887, 1367, 0, 0, 26123, 253
127, 70866, 0, 72914, 1367, 0, 0, 26132, 253
128, 70890, 0, 72938, 1367, 0, 0, 26140, 253
129, 71001, 0, 73049, 1367, 0, 0, 26183, 253
130, 72123, 0, 74171, 1367, 0, 0, 26590, 265
131, 72150, 0, 74198, 1367, 0, 0, 26599, 265
132, 72177, 0, 74225, 1367, 0, 0, 26608, 265
133, 72204, 0, 74252, 1367, 0, 0, 26617, 265
134, 72231, 0, 74279, 1367, 0, 0, 26626, 265
135, 72258, 0, 74306, 1367, 0, 0, 26635, 265
136, 72276, 0, 74324, 1367, 0, 0, 26643, 265
137, 72399, 0, 74447, 1367, 0, 0, 26686, 265
138, 72426, 0, 74474, 1367, 0, 0, 26695, 265
139, 72453, 0, 74501, 1367, 0, 0, 26704, 265
140, 72477, 0, 74525, 1367, 0, 0, 26712, 265
141, 72504, 0, 74552, 1367, 0, 0, 26721, 265
142, 72531, 0, 74579, 1367, 0, 0, 26730, 265
143, 72552, 0, 74600, 1367, 0, 0, 26739, 265
144, 72612, 0, 74660, 1367, 0, 0, 26761, 265
145, 72699, 0, 74747, 1367, 0, 0, 26790, 265
146, 72726, 0, 74774, 1367, 0, 0, 26799, 265
147, 72753, 0, 74801, 1367, 0, 0, 26808, 265
148, 72780, 0, 74828, 1367, 0, 0, 26817, 265
149, 72804, 0, 74852, 1367, 0, 0, 26825, 265
150, 72825, 0, 74873, 1367, 0, 0, 26834, 265
151, 72852, 0, 74900, 1367, 0, 0, 26843, 265
152, 72975, 0, 75023, 1367, 0, 0, 26886, 265
153, 72999, 0, 75047, 1367, 0, 0, 26894, 265
154, 73026, 0, 75074, 1367, 0, 0, 26903, 265
155, 73053, 0, 75101, 1367, 0, 0, 26912, 265
156, 73080, 0, 75128, 1367, 0, 0, 26921, 265
157, 73101, 0, 75149, 1367, 0, 0, 26930, 265
158, 73128, 0, 75176, 1367, 0, 0, 26939, 265
159, 73527, 0, 75575, 1367, 0, 0, 27078, 265
160, 73554, 0, 75602, 1367, 0, 0, 27087, 265
161, 73578, 0, 75626, 1367, 0, 0, 27095, 265
162, 73605, 0, 75653, 1367, 0, 0, 27104, 265
163, 73632, 0, 75680, 1367, 0, 0, 27113, 265
164, 73659, 0, 75707, 1367, 0, 0, 27122, 265
165, 73680, 0, 75728, 1367, 0, 0, 27131, 265
166, 73962, 0, 76010, 1367, 0, 0, 27229, 265
167, 74661, 0, 76709, 1367, 0, 0, 27475, 268
168, 74688, 0, 76736, 1367, 0, 0, 27484, 268
169, 74715, 0, 76763, 1367, 0, 0, 27493, 268
170, 74742, 0, 76790, 1367, 0, 0, 27502, 268
171, 74766, 0, 76814, 1367, 0, 0, 27510, 268
172, 74787, 0, 76835, 1367, 0, 0, 27519, 268
173, 74814, 0, 76862, 1367, 0, 0, 27528, 268
174, 75213, 0, 77261, 1367, 0, 0, 27667, 268
175, 75240, 0, 77288, 1367, 0, 0, 27676, 268
176, 75267, 0, 77315, 1367, 0, 0, 27685, 268
177, 75294, 0, 77342, 1367, 0, 0, 27694, 268
178, 75321, 0, 77369, 1367, 0, 0, 27703, 268
179, 75339, 0, 77387, 1367, 0, 0, 27711, 268
180, 75366, 0, 77414, 1367, 0, 0, 27720, 268
181, 75639, 0, 77687, 1367, 0, 0, 27815, 268
182, 76071, 0, 78119, 1367, 0, 0, 27965, 268
183, 76098, 0, 78146, 1367, 0, 0, 27974, 268
184, 76125, 0, 78173, 1367, 0, 0, 27983, 268
185, 76149, 0, 78197, 1367, 0, 0, 27991, 268
186, 76170, 0, 78218, 1367, 0, 0, 28000, 268
187, 76197, 0, 78245, 1367, 0, 0, 28009, 268
188, 76224, 0, 78272, 1367, 0, 0, 28018, 268
189, 77178, 0, 79226, 1367, 0, 0, 28351, 269
190, 77205, 0, 79253, 1367, 0, 0, 28360, 269
191, 77232, 0, 79280, 1367, 0, 0, 28369, 269
192, 77259, 0, 79307, 1367, 0, 0, 28378, 269
193, 77286, 0, 79334, 1367, 0, 0, 28387, 269
194, 77307, 0, 79355, 1367, 0, 0, 28396, 269
