index, total_training, useful_training, total_prediction, true_prediction, total_prefetch, useful_prefetch, cache_operate, cache_hit
0, 0, 0, 0, 0, 0, 0, 0, 0
1, 98, 98, 1089, 1039, 1039, 33, 11805, 3970
2, 1178, 533, 2821, 2046, 2046, 73, 26461, 12454
3, 3445, 1319, 4844, 2196, 2196, 79, 39766, 23278
4, 4823, 1917, 6340, 2495, 2495, 90, 49807, 29091
5, 6117, 2369, 7601, 2745, 2745, 94, 57285, 34228
6, 7442, 2947, 8661, 3280, 3280, 106, 65048, 38412
7, 9372, 3723, 10673, 4094, 4094, 133, 83990, 50502
8, 10417, 4382, 11698, 5047, 5047, 160, 101873, 62547
9, 12048, 5011, 13329, 5619, 5619, 176, 122789, 74936
10, 13459, 5447, 14785, 5977, 5977, 194, 143008, 86178
11, 14926, 5899, 16252, 6302, 6302, 213, 160905, 96914
12, 16034, 6268, 17588, 6482, 6482, 233, 180896, 107945
13, 17350, 6560, 18985, 6484, 6484, 233, 199523, 118561
14, 19988, 7463, 21347, 6903, 6903, 260, 217663, 130733
15, 22562, 8470, 23909, 7479, 7479, 278, 236352, 143204
16, 25223, 9569, 26531, 8116, 8116, 287, 254111, 155494
17, 27499, 10567, 28721, 9094, 9094, 304, 271512, 167905
18, 29946, 11784, 31010, 10555, 10555, 331, 288030, 180482
19, 31768, 12808, 32789, 12058, 12058, 354, 304035, 191472
20, 32747, 13226, 34033, 12704, 12704, 379, 318955, 200529
21, 34923, 14207, 36151, 13398, 13398, 387, 329562, 208177
22, 36226, 14760, 37411, 13836, 13836, 410, 336943, 213643
23, 37177, 15074, 38610, 14204, 14204, 425, 346703, 218357
24, 38464, 15725, 39680, 14773, 14773, 433, 353910, 222886
25, 40492, 16532, 41824, 15183, 15183, 453, 372663, 234181
26, 42347, 17166, 43749, 15564, 15564, 483, 386089, 244174
27, 45024, 18351, 46308, 16271, 16271, 512, 405770, 258434
28, 46650, 18878, 48090, 16425, 16425, 517, 425994, 271448
29, 48223, 19405, 49563, 16584, 16584, 526, 437221, 280451
30, 51475, 21045, 52622, 18153, 18153, 579, 454120, 293080
31, 53834, 22303, 54861, 19432, 19432, 613, 467876, 305161
32, 55777, 23299, 56833, 20554, 20554, 639, 480832, 316821
33, 58195, 24690, 59394, 22049, 22049, 674, 493767, 327336
34, 60114, 25399, 61540, 22909, 22909, 696, 514098, 341604
35, 62184, 26528, 63387, 23602, 23602, 714, 527300, 352234
36, 64541, 27655, 65674, 24525, 24525, 741, 541333, 364884
37, 66675, 28680, 67768, 25437, 25437, 769, 554944, 376773
38, 68944, 29776, 70037, 26462, 26462, 794, 568381, 389184
39, 71961, 31237, 73047, 27924, 27924, 819, 581328, 400907
40, 73994, 32324, 75053, 29246, 29246, 848, 593035, 411687
41, 75861, 33273, 76915, 30175, 30175, 867, 603798, 421343
42, 77588, 34112, 78663, 31020, 31020, 884, 616037, 431683
43, 78846, 34679, 80018, 31510, 31510, 897, 638124, 441710
44, 79753, 34989, 81327, 31647, 31647, 910, 654896, 451030
45, 81186, 35529, 82666, 31823, 31823, 917, 668724, 457661
46, 82496, 35856, 84033, 31836, 31836, 919, 694604, 469705
47, 82837, 35987, 84243, 31836, 31836, 919, 713574, 477879
48, 83733, 36148, 85390, 31837, 31837, 919, 730556, 486109
49, 84222, 36349, 85678, 31862, 31862, 921, 750627, 496109
50, 85172, 36552, 86768, 31883, 31883, 924, 770341, 505033
51, 85347, 36612, 86883, 31898, 2, 0, 777086, 508294
52, 85465, 36637, 86976, 31898, 2, 0, 782743, 510873
53, 85663, 36697, 87114, 31898, 2, 0, 787118, 513205
