index, total_training, useful_training, total_prediction, true_prediction, total_prefetch, useful_prefetch, cache_operate, cache_hit
0, 0, 0, 0, 0, 0, 0, 0, 0
1, 456, 456, 2024, 2005, 2005, 119, 64651, 21096
2, 2466, 1072, 3950, 2177, 2177, 135, 130673, 44691
3, 4360, 1593, 5929, 2292, 2292, 149, 194612, 68142
4, 6130, 1948, 7824, 2310, 2310, 154, 255881, 89850
5, 8181, 2426, 9806, 2360, 2360, 162, 324098, 114287
6, 10225, 2888, 11871, 2367, 2367, 163, 388372, 136876
7, 12070, 3170, 13850, 2367, 2367, 163, 453429, 159748
8, 14023, 3513, 15724, 2367, 2367, 163, 521602, 183175
9, 16155, 3970, 17765, 2367, 2367, 163, 585900, 205978
10, 17906, 4313, 19601, 2381, 2381, 168, 652258, 225305
11, 19913, 4707, 21617, 2383, 2383, 168, 716916, 247919
12, 21912, 5165, 23529, 2387, 2387, 168, 786009, 271657
13, 23838, 5592, 25480, 2414, 2414, 173, 852124, 293300
14, 25621, 5833, 27442, 2422, 2422, 174, 916944, 312233
15, 27844, 6324, 29431, 2428, 2428, 175, 981939, 335596
16, 29789, 6830, 31353, 2500, 2500, 184, 1047085, 359938
17, 31629, 7283, 33219, 2527, 2527, 188, 1110116, 382166
18, 33437, 7748, 35056, 2594, 2594, 202, 1174354, 405754
19, 35285, 8144, 36927, 2643, 2643, 213, 1242694, 429892
20, 37361, 8565, 39091, 2645, 2645, 213, 1307048, 452370
21, 39259, 9024, 40878, 2702, 2702, 218, 1374124, 476231
22, 41068, 9404, 42746, 2718, 2718, 220, 1433707, 497449
23, 43051, 9831, 44717, 2725, 2725, 222, 1497339, 519531
24, 45058, 10262, 46686, 2765, 2765, 227, 1563719, 542928
25, 46974, 10530, 48784, 2771, 2771, 229, 1630794, 565131
26, 49092, 10838, 50915, 2779, 2779, 230, 1696532, 586906
27, 51056, 11169, 52830, 2781, 2781, 230, 1764205, 606617
28, 53099, 11594, 54773, 2805, 2805, 233, 1822174, 626220
29, 55005, 12025, 56638, 2850, 2850, 237, 1887917, 649780
30, 56921, 12471, 58435, 2973, 2973, 251, 1953630, 673200
31, 58667, 12867, 60341, 3016, 3016, 259, 2017750, 695238
32, 60614, 13292, 62275, 3032, 3032, 264, 2079334, 716700
33, 62672, 13831, 64222, 3131, 3131, 273, 2146111, 740334
34, 64579, 14225, 66279, 3146, 3146, 275, 2212809, 763836
35, 66415, 14582, 68132, 3151, 3151, 277, 2279335, 787508
36, 68576, 15078, 70201, 3177, 3177, 280, 2341280, 809575
37, 70492, 15512, 72101, 3205, 3205, 286, 2411665, 834189
38, 72356, 15879, 74080, 3222, 3222, 291, 2477315, 857184
39, 74338, 16121, 76187, 3222, 3222, 291, 2545735, 880071
40, 76297, 16513, 77964, 3233, 3233, 294, 2609951, 902794
41, 78226, 16808, 80014, 3254, 3254, 296, 2671058, 919906
42, 80287, 17150, 82016, 3262, 3262, 298, 2738376, 943613
