index, total_training, useful_training, total_prediction, true_prediction, total_prefetch, useful_prefetch, cache_operate, cache_hit
0, 0, 0, 0, 0, 0, 0, 0, 0
1, 33, 33, 33, 32, 32, 2, 203906, 189147
2, 78, 78, 78, 77, 77, 3, 407149, 379824
3, 129, 129, 129, 128, 128, 6, 610309, 569551
4, 174, 174, 174, 173, 173, 7, 813489, 758228
5, 224, 224, 225, 224, 224, 10, 1016661, 949863
6, 266, 266, 267, 266, 266, 11, 1219992, 1141327
7, 307, 307, 309, 308, 308, 14, 1423168, 1331946
8, 337, 337, 339, 338, 338, 15, 1626319, 1523079
9, 366, 366, 366, 365, 365, 17, 1829544, 1714574
10, 393, 393, 393, 392, 392, 19, 2032911, 1905382
11, 417, 417, 417, 416, 416, 22, 2236551, 2095680
12, 442, 442, 444, 443, 443, 24, 2440008, 2286012
13, 472, 472, 474, 473, 473, 25, 2643582, 2477551
14, 517, 517, 519, 518, 518, 28, 2847166, 2667681
15, 550, 550, 552, 551, 551, 30, 3050407, 2857695
16, 589, 589, 591, 590, 590, 31, 3253828, 3049126
17, 619, 619, 621, 620, 620, 32, 3457090, 3240270
18, 667, 667, 669, 668, 668, 35, 3660303, 3431906
19, 712, 712, 714, 713, 713, 37, 3863525, 3624058
20, 889, 889, 1015, 1014, 1014, 48, 4222542, 3947950
21, 1101, 1101, 1231, 1230, 1230, 51, 4632162, 4317709
22, 1327, 1327, 1462, 1461, 1461, 54, 5041764, 4685575
23, 1546, 1546, 1687, 1686, 1686, 58, 5451475, 5051442
24, 1762, 1762, 1909, 1908, 1908, 61, 5861061, 5410171
25, 1969, 1969, 2125, 2124, 2124, 63, 6270527, 5768670
26, 2175, 2175, 2338, 2337, 2337, 69, 6680060, 6133835
27, 2387, 2385, 2554, 2553, 2553, 74, 7089782, 6494205
28, 2595, 2593, 2767, 2766, 2766, 78, 7499386, 6849875
29, 2962, 2839, 3019, 3018, 3018, 82, 7908918, 7214000
30, 3163, 3037, 3226, 3225, 3225, 85, 8318525, 7580231
31, 3361, 3229, 3424, 3423, 3423, 88, 8728068, 7944801
32, 3579, 3441, 3643, 3642, 3642, 90, 9137630, 8311334
33, 3802, 3658, 3865, 3864, 3864, 94, 9547281, 8671864
34, 4051, 3898, 4111, 4110, 4110, 96, 9956935, 9030041
35, 4282, 4123, 4342, 4341, 4341, 100, 10366464, 9386603
36, 4502, 4336, 4561, 4560, 4560, 104, 10775959, 9743968
37, 4726, 4552, 4783, 4782, 4782, 108, 11185611, 10107462
38, 4970, 4790, 5023, 5022, 5022, 111, 11595170, 10476390
39, 5192, 5006, 5245, 5244, 5244, 113, 12004651, 10840078
40, 5414, 5219, 5467, 5466, 5466, 116, 12414295, 11206609
41, 5647, 5446, 5698, 5697, 5697, 120, 12824016, 11575257
42, 5861, 5654, 5911, 5910, 5910, 123, 13233582, 11941569
43, 6080, 5867, 6130, 6129, 6129, 125, 13643176, 12307593
44, 6305, 6089, 6358, 6357, 6357, 129, 14052827, 12655900
45, 6516, 6292, 6571, 6570, 6570, 135, 14462328, 13012411
46, 6737, 6507, 6793, 6792, 6792, 138, 14871842, 13380965
47, 6968, 6735, 7027, 7026, 7026, 143, 15281558, 13747628
48, 7194, 6955, 7252, 7251, 7251, 147, 15691189, 14117440
49, 7416, 7171, 7471, 7470, 7470, 149, 16100658, 14472876
50, 7587, 7339, 7645, 7644, 7644, 151, 16510235, 14835228
51, 7805, 7551, 7864, 7863, 7863, 155, 16919897, 15202719
