index, total_training, useful_training, total_prediction, true_prediction, total_prefetch, useful_prefetch, cache_operate, cache_hit
0, 0, 0, 0, 0, 0, 0, 0, 0
1, 22408, 20542, 22645, 22252, 22252, 84, 147071, 136529
2, 46924, 42843, 47120, 46727, 46727, 152, 289509, 272347
3, 75675, 69181, 75881, 75488, 75488, 187, 430205, 405869
4, 101042, 91825, 101264, 100832, 100832, 215, 575963, 546768
5, 123253, 111370, 123529, 123029, 123029, 239, 739356, 704972
6, 141091, 126353, 141439, 140857, 140857, 272, 932100, 891792
7, 149857, 133028, 150815, 149897, 149897, 308, 1177455, 1128963
8, 155768, 137044, 156148, 154770, 154770, 395, 1357775, 1298010
9, 166319, 145921, 166591, 165208, 165208, 484, 1529105, 1462331
10, 181643, 159291, 181859, 180476, 180476, 570, 1692053, 1618094
11, 200385, 176152, 200600, 199217, 199217, 653, 1844911, 1764372
12, 222462, 196174, 222642, 221258, 221258, 729, 1991514, 1904327
13, 247597, 219103, 247792, 246407, 246407, 812, 2136331, 2042613
14, 275157, 244430, 275385, 274000, 274000, 886, 2276636, 2176240
15, 304578, 271612, 304762, 303374, 303374, 945, 2409959, 2303691
16, 333512, 297850, 333717, 332329, 332329, 976, 2537528, 2424180
17, 360061, 321661, 360289, 358875, 358875, 998, 2670397, 2552258
18, 384685, 343647, 384919, 383454, 383454, 1017, 2814731, 2691238
19, 406308, 362586, 406590, 405052, 405052, 1044, 2978612, 2848933
20, 423101, 376680, 423455, 421867, 421867, 1071, 3170182, 3033345
21, 431021, 382647, 432014, 429995, 429995, 1110, 3416454, 3268785
22, 434969, 385223, 435336, 433026, 433026, 1138, 3593518, 3438009
23, 441259, 390172, 442253, 439558, 439558, 1211, 3846667, 3679434
24, 447376, 394634, 447749, 444989, 444989, 1271, 4026658, 3853699
25, 458584, 404114, 458894, 456134, 456134, 1330, 4195041, 4016257
26, 475419, 418579, 475930, 473122, 473122, 1383, 4417880, 4229972
27, 480322, 421960, 481375, 477847, 477847, 1436, 4664031, 4463328
28, 487405, 427259, 488113, 484584, 484584, 1491, 4899552, 4691274
29, 492869, 431117, 493246, 489372, 489372, 1578, 5093138, 4874901
30, 503221, 439860, 503539, 499665, 499665, 1672, 5266389, 5041287
31, 517678, 452437, 517946, 514071, 514071, 1746, 5427483, 5195214
32, 536354, 469138, 536562, 532687, 532687, 1827, 5582383, 5343497
33, 558730, 489448, 558952, 555077, 555077, 1905, 5729697, 5483891
34, 583557, 512110, 583727, 579852, 579852, 1977, 5874040, 5621979
35, 610591, 537006, 610793, 606918, 606918, 2056, 6013716, 5754939
36, 640452, 564542, 640654, 636779, 636779, 2093, 6147187, 5880823
37, 668050, 589402, 668240, 664365, 664365, 2113, 6279950, 6008786
38, 693277, 611933, 693485, 689521, 689521, 2137, 6422805, 6146982
39, 715780, 631745, 716034, 712046, 712046, 2163, 6582795, 6301858
40, 733663, 646905, 734052, 730012, 730012, 2191, 6766807, 6479635
41, 744147, 655100, 744911, 740701, 740701, 2226, 6996852, 6703131
42, 748065, 657424, 748582, 743695, 743695, 2285, 7196102, 6889522
43, 756894, 664755, 757200, 752313, 752313, 2359, 7371136, 7058616
44, 770878, 676918, 771140, 766253, 766253, 2415, 7534311, 7215560
45, 790377, 694172, 790758, 785871, 785871, 2460, 7720182, 7392916
46, 805157, 705982, 805788, 800721, 800721, 2519, 7958901, 7624535
47, 808742, 708234, 809515, 803957, 803957, 2577, 8180780, 7834097
48, 816584, 714378, 816884, 811284, 811284, 2613, 8356367, 8004044
49, 826995, 722912, 828034, 822065, 822065, 2675, 8629542, 8264553
50, 833334, 727417, 833730, 827658, 827658, 2786, 8809357, 8435964
51, 844392, 736774, 844687, 838615, 838615, 2889, 8980015, 8599410
52, 860112, 750489, 860346, 854274, 854274, 2977, 9141152, 8753390
53, 878780, 767277, 879007, 872933, 872933, 3053, 9292398, 8898026
54, 901756, 788149, 901937, 895863, 895863, 3134, 9440841, 9039773
55, 926415, 810650, 926580, 920506, 920506, 3216, 9582143, 9174640
56, 954309, 836273, 954515, 948441, 948441, 3291, 9722362, 9308132
57, 984525, 864101, 984722, 978648, 978648, 3345, 9855713, 9433547
58, 1007476, 884822, 1007679, 1001605, 2190, 1, 9960980, 9534849
59, 1016805, 893271, 1017021, 1010947, 11532, 8, 10008828, 9580892
60, 1025620, 901251, 1025853, 1019778, 20363, 15, 10057550, 9627974
61, 1033898, 908683, 1034109, 1028034, 28619, 20, 10106325, 9675111
62, 1042307, 916288, 1042518, 1036443, 37028, 25, 10154439, 9721654
63, 1049499, 922739, 1049726, 1043651, 44236, 35, 10201959, 9767611
64, 1056095, 928631, 1056344, 1050264, 50849, 41, 10250329, 9814434
65, 1062162, 933990, 1062425, 1056345, 56930, 48, 10299228, 9861819
66, 1067886, 938991, 1068143, 1062063, 62648, 58, 10347252, 9908394
67, 1073192, 943638, 1073462, 1067375, 67960, 63, 10394630, 9954256
68, 1077588, 947414, 1077908, 1071815, 72400, 68, 10441674, 9999785
69, 1081447, 950676, 1081802, 1075705, 76290, 76, 10488583, 10045200
70, 1084723, 953398, 1085075, 1078969, 79554, 82, 10535324, 10090529
71, 1087505, 955744, 1087877, 1081771, 82356, 86, 10581990, 10135941
72, 1089711, 957535, 1090139, 1084031, 84616, 91, 10630252, 10182993
73, 1091296, 958792, 1091819, 1085703, 86288, 100, 10676389, 10227945
74, 1092404, 959620, 1093013, 1086891, 87476, 106, 10721311, 10271782
75, 1093072, 960085, 1093742, 1087617, 88202, 111, 10767587, 10316800
76, 1093349, 960231, 1094187, 1088004, 88589, 116, 10816987, 10361662
77, 1093968, 960630, 1094904, 1088453, 89038, 124, 10832832, 10373599
78, 1095527, 961686, 1096147, 1089696, 90281, 139, 10870686, 10409392
79, 1097356, 963017, 1097612, 1091139, 91724, 149, 10909596, 10446688
80, 1098918, 964370, 1099148, 1092675, 93260, 159, 10947708, 10482977
81, 1100798, 966032, 1101092, 1094619, 95204, 171, 10984391, 10518168
82, 1102811, 967773, 1103079, 1096606, 97191, 181, 11023094, 10555127
83, 1105225, 969858, 1105534, 1099061, 99646, 191, 11059666, 10589920
84, 1107734, 972038, 1107962, 1101489, 102074, 201, 11096777, 10625463
85, 1110736, 974706, 1110973, 1104500, 105085, 211, 11135289, 10662186
86, 1113722, 977367, 1113999, 1107526, 108111, 223, 11171529, 10696669
87, 1116959, 980194, 1117221, 1110748, 111333, 231, 11207818, 10731200
88, 1120418, 983234, 1120668, 1114195, 114780, 242, 11246161, 10767812
89, 1124141, 986558, 1124387, 1117914, 118499, 250, 11282960, 10802668
